time,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,lctrl_pos_x,lctrl_pos_y,lctrl_pos_z,lctrl_rot_x,lctrl_rot_y,lctrl_rot_z,rctrl_pos_x,rctrl_pos_y,rctrl_pos_z,rctrl_rot_x,rctrl_rot_y,rctrl_rot_z
1,0145,0,000000,1,360000,0,000000,0,200000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0272,0,000000,1,360000,0,000000,0,400000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0384,0,000000,1,360000,0,000000,0,400000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0497,0,000000,1,360000,0,000000,0,600000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0606,0,000000,1,360000,0,000000,0,800000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0720,0,000000,1,360000,0,000000,0,800000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0829,0,000000,1,360000,0,000000,1,000000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,0978,0,000000,1,360000,0,000000,1,000000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,1134,0,000000,1,360000,0,000000,1,000000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,1246,0,000000,1,360000,0,000000,1,000000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,1359,0,000000,1,360000,0,000000,1,000000,0,000000,0,000000,-0,100000,1,310000,0,300000,0,000000,0,000000,0,000000,0,100000,1,310000,0,300000,0,000000,0,000000,0,000000
1,1478,0,000000,1,360000,0,000000,1,000000,0,200000,0,000000,-0,098952,1,310000,0,300347,0,000000,0,200000,0,000000,0,101047,1,310000,0,299649,0,000000,0,200000,0,000000
1,1649,0,000000,1,360000,0,000000,0,800000,0,400000,0,000000,-0,097903,1,310000,0,300691,0,000000,0,400000,0,000000,0,102092,1,310000,0,299295,0,000000,0,400000,0,000000
1,1757,0,000000,1,360000,0,000000,0,600000,0,600000,0,000000,-0,096853,1,310000,0,301031,0,000000,0,600000,0,000000,0,103136,1,310000,0,298936,0,000000,0,600000,0,000000
1,1885,0,000000,1,360000,0,000000,0,400000,0,600000,0,000000,-0,096853,1,310000,0,301031,0,000000,0,600000,0,000000,0,103136,1,310000,0,298936,0,000000,0,600000,0,000000
1,2021,0,000000,1,360000,0,000000,0,400000,0,600000,0,000000,-0,096853,1,310000,0,301031,0,000000,0,600000,0,000000,0,103136,1,310000,0,298936,0,000000,0,600000,0,000000
1,2144,0,000000,1,360000,0,000000,0,200000,0,800000,0,000000,-0,095802,1,310000,0,301367,0,000000,0,800000,0,000000,0,104179,1,310000,0,298575,0,000000,0,800000,0,000000
1,2296,0,000000,1,360000,0,000000,0,200000,0,800000,0,000000,-0,095802,1,310000,0,301367,0,000000,0,800000,0,000000,0,104179,1,310000,0,298575,0,000000,0,800000,0,000000
1,2482,0,000000,1,360000,0,000000,0,200000,0,800000,0,000000,-0,095802,1,310000,0,301367,0,000000,0,800000,0,000000,0,104179,1,310000,0,298575,0,000000,0,800000,0,000000
1,3385,0,000000,1,360000,0,000000,0,000000,1,200000,0,000000,-0,093695,1,310000,0,302029,0,000000,1,200000,0,000000,0,106261,1,310000,0,297840,0,000000,1,200000,0,000000
1,3516,0,000000,1,360000,0,000000,359,600000,1,600000,0,000000,-0,091585,1,310000,0,302675,0,000000,1,600000,0,000000,0,108338,1,310000,0,297091,0,000000,1,600000,0,000000
1,3835,0,000000,1,360000,0,000000,359,400000,1,600000,0,000000,-0,091585,1,310000,0,302675,0,000000,1,600000,0,000000,0,108338,1,310000,0,297091,0,000000,1,600000,0,000000
1,3966,0,000000,1,360000,0,000000,359,400000,1,600000,0,000000,-0,091585,1,310000,0,302675,0,000000,1,600000,0,000000,0,108338,1,310000,0,297091,0,000000,1,600000,0,000000
