time,frame_id,marker_id,pos_x,pos_y,pos_z
62.6647,0,8251,0.009733,0.002703,-0.002722
62.6761,0,8202,1.389846,0.031703,0.058179
62.6761,0,8248,-0.007079,0.013079,0.639992
62.6761,0,8251,0.009737,0.002699,-0.002733
62.6874,0,8202,1.389828,0.031698,0.058172
62.6874,0,8248,-0.007086,0.013079,0.639992
62.6874,0,8251,0.009728,0.002699,-0.002734
62.6998,0,8202,1.389836,0.031696,0.058182
62.6998,0,8248,-0.007080,0.013069,0.639998
62.6998,0,8251,0.009728,0.002692,-0.002731
62.7106,0,8202,1.389839,0.031714,0.058189
62.7106,0,8248,-0.007075,0.013067,0.639998
62.7106,0,8251,0.009733,0.002680,-0.002735
62.7210,0,8202,1.389841,0.031690,0.058173
62.7210,0,8248,-0.007073,0.013071,0.640002
62.7210,0,8251,0.009731,0.002702,-0.002721
62.7313,0,8202,1.389832,0.031673,0.058157
62.7313,0,8248,-0.007070,0.013057,0.639999
62.7313,0,8251,0.009743,0.002708,-0.002727
62.7422,0,8202,1.389830,0.031698,0.058179
62.7422,0,8248,-0.007073,0.013066,0.640001
62.7422,0,8251,0.009735,0.002693,-0.002733
62.7542,0,8202,1.389832,0.031675,0.058160
62.7542,0,8248,-0.007079,0.013069,0.640004
62.7542,0,8251,0.009727,0.002687,-0.002734
62.7645,0,8202,1.389827,0.031700,0.058178
62.7645,0,8248,-0.007095,0.013068,0.639997
62.7645,0,8251,0.009721,0.002703,-0.002730
62.7757,0,8202,1.389818,0.031727,0.058180
62.7757,0,8248,-0.007102,0.013073,0.639994
62.7757,0,8251,0.009703,0.002695,-0.002741
62.7872,0,8202,1.389807,0.031659,0.058159
62.7872,0,8248,-0.007106,0.013066,0.639997
62.7872,0,8251,0.009706,0.002697,-0.002734
62.7980,0,8202,1.389810,0.031678,0.058160
62.7980,0,8248,-0.007109,0.013073,0.639990
62.7980,0,8251,0.009705,0.002704,-0.002736
62.8091,0,8202,1.389815,0.031678,0.058163
62.8091,0,8248,-0.007098,0.013069,0.639992
62.8091,0,8251,0.009719,0.002704,-0.002731
62.8213,0,8202,1.389822,0.031672,0.058159
62.8213,0,8248,-0.007092,0.013074,0.639995
62.8213,0,8251,0.009725,0.002701,-0.002735
62.8315,0,8202,1.389842,0.031677,0.058169
62.8315,0,8248,-0.007076,0.013074,0.639997
62.8315,0,8251,0.009741,0.002703,-0.002734
62.8424,0,8202,1.389852,0.031707,0.058189
62.8424,0,8248,-0.007062,0.013061,0.640000
62.8424,0,8251,0.009749,0.002698,-0.002735
62.8542,0,8202,1.389851,0.031701,0.058183
62.8542,0,8248,-0.007069,0.013064,0.640002
62.8542,0,8251,0.009746,0.002704,-0.002723
62.8649,0,8202,1.389851,0.031691,0.058173
62.8649,0,8248,-0.007072,0.013071,0.639995
62.8649,0,8251,0.009742,0.002709,-0.002724
62.8759,0,8202,1.389838,0.031701,0.058177
62.8759,0,8248,-0.007079,0.013071,0.639998
62.8759,0,8251,0.009736,0.002717,-0.002728
62.8875,0,8202,1.389837,0.031688,0.058176
62.8875,0,8248,-0.007083,0.013066,0.640000
62.8875,0,8251,0.009733,0.002694,-0.002735
62.8983,0,8202,1.389831,0.031696,0.058183
62.8983,0,8248,-0.007087,0.013075,0.639999
62.8983,0,8251,0.009730,0.002714,-0.002722
62.9094,0,8202,1.389822,0.031657,0.058160
62.9094,0,8248,-0.007083,0.013067,0.640000
62.9094,0,8251,0.009730,0.002696,-0.002720
62.9208,0,8202,1.389841,0.031693,0.058177
62.9208,0,8248,-0.007078,0.013065,0.639999
62.9208,0,8251,0.009737,0.002706,-0.002724
62.9317,0,8202,1.389862,0.031714,0.058184
62.9317,0,8248,-0.007048,0.013061,0.640006
62.9317,0,8251,0.009754,0.002698,-0.002720
62.9426,0,8202,1.389869,0.031693,0.058175
62.9426,0,8248,-0.007047,0.013052,0.640011
62.9426,0,8251,0.009774,0.002701,-0.002721
62.9546,0,8202,1.389883,0.031690,0.058183
62.9546,0,8248,-0.007038,0.013061,0.640000
62.9546,0,8251,0.009773,0.002684,-0.002728
62.9647,0,8202,1.389883,0.031710,0.058197
62.9647,0,8248,-0.007039,0.013057,0.640003
62.9647,0,8251,0.009778,0.002687,-0.002725
62.9761,0,8202,1.389869,0.031670,0.058173
62.9761,0,8248,-0.007039,0.013051,0.640010
62.9761,0,8251,0.009773,0.002711,-0.002716
62.9875,0,8202,1.389872,0.031686,0.058186
62.9875,0,8248,-0.007039,0.013065,0.640005
62.9875,0,8251,0.009770,0.002712,-0.002716
62.9984,0,8202,1.389871,0.031684,0.058184
62.9984,0,8248,-0.007049,0.013060,0.640009
62.9984,0,8251,0.009774,0.002691,-0.002728
63.0095,0,8202,1.389875,0.031682,0.058179
63.0095,0,8248,-0.007049,0.013071,0.640004
63.0095,0,8251,0.009767,0.002689,-0.002725
63.0211,0,8202,1.389872,0.031712,0.058198
63.0211,0,8248,-0.007044,0.013061,0.640003
63.0211,0,8251,0.009768,0.002715,-0.002715
63.0317,0,8202,1.389875,0.031682,0.058182
63.0317,0,8248,-0.007033,0.013056,0.640009
63.0317,0,8251,0.009791,0.002690,-0.002728
63.0425,0,8202,1.389885,0.031673,0.058189
63.0425,0,8248,-0.007027,0.013065,0.640004
63.0425,0,8251,0.009787,0.002702,-0.002719
63.0539,0,8202,1.389886,0.031697,0.058188
63.0539,0,8248,-0.007020,0.013051,0.640007
63.0539,0,8251,0.009793,0.002693,-0.002727
63.0647,0,8202,1.389881,0.031682,0.058187
63.0647,0,8248,-0.007019,0.013056,0.640005
63.0647,0,8251,0.009789,0.002696,-0.002717
63.0760,0,8202,1.389888,0.031705,0.058184
63.0760,0,8248,-0.007032,0.013064,0.640005
63.0760,0,8251,0.009788,0.002696,-0.002730
63.0873,0,8202,1.389892,0.031712,0.058199
63.0873,0,8248,-0.007036,0.013058,0.640007
63.0873,0,8251,0.009777,0.002702,-0.002720
63.0985,0,8202,1.389876,0.031699,0.058190
63.0985,0,8248,-0.007044,0.013064,0.640001
63.0985,0,8251,0.009771,0.002692,-0.002728
63.1093,0,8202,1.389861,0.031676,0.058171
63.1093,0,8248,-0.007046,0.013063,0.640001
63.1093,0,8251,0.009770,0.002692,-0.002728
63.1212,0,8202,1.389857,0.031693,0.058182
63.1212,0,8248,-0.007055,0.013062,0.639994
63.1212,0,8251,0.009764,0.002692,-0.002730
63.1315,0,8202,1.389857,0.031680,0.058160
63.1315,0,8248,-0.007051,0.013062,0.640004
63.1315,0,8251,0.009761,0.002698,-0.002734
63.1426,0,8202,1.389859,0.031692,0.058167
63.1426,0,8248,-0.007054,0.013062,0.639998
63.1426,0,8251,0.009765,0.002687,-0.002738
63.1541,0,8202,1.389856,0.031689,0.058167
63.1541,0,8248,-0.007058,0.013063,0.639996
63.1541,0,8251,0.009757,0.002701,-0.002732
63.1650,0,8202,1.389856,0.031675,0.058161
63.1650,0,8248,-0.007058,0.013074,0.639994
63.1650,0,8251,0.009746,0.002700,-0.002736
63.1763,0,8202,1.389842,0.031686,0.058155
63.1763,0,8248,-0.007067,0.013068,0.639994
63.1763,0,8251,0.009740,0.002701,-0.002736
63.1876,0,8202,1.389830,0.031665,0.058146
