time,frame_id,marker_id,pos_x,pos_y,pos_z
53.3316,0,6650,0.028114,0.016712,-0.009477
53.3316,0,6683,1.396152,-0.005134,0.123105
53.3316,0,6707,0.045527,-0.008705,0.560659
53.3316,0,6767,1.298770,-0.030903,0.743696
53.3432,0,6650,0.028116,0.016715,-0.009481
53.3432,0,6683,1.396159,-0.005146,0.123092
53.3432,0,6707,0.046396,-0.007975,0.561123
53.3432,0,6767,1.298772,-0.030895,0.743694
53.3538,0,6650,0.028109,0.016713,-0.009477
53.3538,0,6683,1.396171,-0.005085,0.123137
53.3538,0,6707,0.046343,-0.008006,0.561103
53.3538,0,6767,1.298778,-0.030887,0.743701
53.3648,0,6650,0.028110,0.016702,-0.009483
53.3648,0,6683,1.396162,-0.005109,0.123119
53.3648,0,6707,0.046442,-0.007918,0.561155
53.3648,0,6767,1.298769,-0.030904,0.743702
53.3764,0,6650,0.028105,0.016707,-0.009487
53.3764,0,6683,1.396167,-0.005106,0.123116
53.3764,0,6707,0.041503,-0.012345,0.557635
53.3764,0,6767,1.298779,-0.030893,0.743705
53.3870,0,6650,0.028110,0.016702,-0.009484
53.3870,0,6683,1.396171,-0.005106,0.123119
53.3870,0,6707,0.046321,-0.008001,0.561096
53.3870,0,6767,1.298765,-0.030912,0.743701
53.3983,0,6650,0.028112,0.016697,-0.009490
53.3983,0,6683,1.396158,-0.005137,0.123095
53.3983,0,6707,0.046331,-0.008011,0.561119
53.3983,0,6767,1.298775,-0.030887,0.743709
53.4093,0,6650,0.028114,0.016703,-0.009490
53.4093,0,6683,1.396161,-0.005132,0.123114
53.4093,0,6707,0.046376,-0.007957,0.561120
53.4093,0,6767,1.298775,-0.030891,0.743698
53.4205,0,6650,0.028110,0.016729,-0.009472
53.4205,0,6683,1.396159,-0.005140,0.123104
53.4205,0,6707,0.046402,-0.007963,0.561143
53.4205,0,6767,1.298778,-0.030887,0.743694
53.4316,0,6650,0.028106,0.016715,-0.009484
53.4316,0,6683,1.396172,-0.005090,0.123130
53.4316,0,6707,0.046441,-0.007926,0.561146
53.4316,0,6767,1.298774,-0.030886,0.743699
53.4428,0,6650,0.028111,0.016714,-0.009474
53.4428,0,6683,1.396159,-0.005145,0.123095
53.4428,0,6707,0.046376,-0.007952,0.561128
53.4428,0,6767,1.298776,-0.030887,0.743680
53.4539,0,6650,0.028115,0.016706,-0.009482
53.4539,0,6683,1.396161,-0.005108,0.123112
53.4539,0,6707,0.045451,-0.008779,0.560600
53.4539,0,6767,1.298771,-0.030895,0.743698
53.4651,0,6650,0.028107,0.016718,-0.009474
53.4651,0,6683,1.396156,-0.005127,0.123110
53.4651,0,6707,0.046391,-0.007974,0.561136
53.4651,0,6767,1.298777,-0.030878,0.743708
53.4761,0,6650,0.028109,0.016704,-0.009493
53.4761,0,6683,1.396154,-0.005138,0.123102
53.4761,0,6707,0.046350,-0.007961,0.561122
53.4761,0,6767,1.298780,-0.030871,0.743695
53.4873,0,6650,0.028108,0.016717,-0.009480
53.4873,0,6683,1.396155,-0.005138,0.123112
53.4873,0,6707,0.046427,-0.007941,0.561141
53.4873,0,6767,1.298772,-0.030894,0.743707
53.4982,0,6650,0.028101,0.016723,-0.009478
53.4982,0,6683,1.396166,-0.005131,0.123102
53.4982,0,6707,0.046404,-0.007955,0.561141
53.4982,0,6767,1.298774,-0.030883,0.743692
53.5096,0,6650,0.028101,0.016708,-0.009478
53.5096,0,6683,1.396161,-0.005106,0.123116
53.5096,0,6707,0.046300,-0.008032,0.561097
53.5096,0,6767,1.298774,-0.030880,0.743701
53.5204,0,6650,0.028111,0.016721,-0.009474
53.5204,0,6683,1.396152,-0.005140,0.123103
53.5204,0,6707,0.046412,-0.007943,0.561132
53.5204,0,6767,1.298780,-0.030883,0.743700
53.5316,0,6650,0.028109,0.016713,-0.009474
53.5316,0,6683,1.396161,-0.005125,0.123106
53.5316,0,6707,0.046486,-0.007897,0.561180
53.5316,0,6767,1.298774,-0.030889,0.743699
53.5426,0,6650,0.028109,0.016705,-0.009484
53.5426,0,6683,1.396158,-0.005121,0.123111
53.5426,0,6707,0.041484,-0.012327,0.557627
53.5426,0,6767,1.298782,-0.030867,0.743692
53.5540,0,6650,0.028108,0.016700,-0.009489
53.5540,0,6683,1.396164,-0.005088,0.123125
53.5540,0,6707,0.046397,-0.007967,0.561132
53.5540,0,6767,1.298766,-0.030907,0.743696
53.5650,0,6650,0.028111,0.016708,-0.009483
53.5650,0,6683,1.396163,-0.005103,0.123126
53.5650,0,6707,0.046446,-0.007940,0.561143
53.5650,0,6767,1.298773,-0.030894,0.743702
53.5761,0,6650,0.028109,0.016712,-0.009479
53.5761,0,6683,1.396149,-0.005157,0.123096
53.5761,0,6707,0.046421,-0.007936,0.561152
53.5761,0,6767,1.298772,-0.030882,0.743707
53.5870,0,6650,0.028110,0.016721,-0.009483
53.5870,0,6683,1.396156,-0.005128,0.123107
53.5870,0,6707,0.046354,-0.007973,0.561139
53.5870,0,6767,1.298778,-0.030880,0.743705
53.5991,0,6650,0.028112,0.016709,-0.009482
53.5991,0,6683,1.396160,-0.005112,0.123116
53.5991,0,6707,0.045563,-0.008687,0.560650
53.5991,0,6767,1.298776,-0.030891,0.743696
53.6094,0,6650,0.028107,0.016719,-0.009475
53.6094,0,6683,1.396163,-0.005124,0.123114
53.6094,0,6707,0.046341,-0.007986,0.561116
53.6094,0,6767,1.298773,-0.030898,0.743695
53.6205,0,6650,0.028104,0.016714,-0.009478
53.6205,0,6683,1.396163,-0.005123,0.123109
53.6205,0,6707,0.046261,-0.008075,0.561082
53.6205,0,6767,1.298775,-0.030884,0.743693
53.6316,0,6650,0.028107,0.016715,-0.009478
53.6316,0,6683,1.396168,-0.005126,0.123110
53.6316,0,6707,0.046302,-0.008026,0.561104
53.6316,0,6767,1.298779,-0.030869,0.743691
53.6428,0,6650,0.028110,0.016690,-0.009488
53.6428,0,6683,1.396147,-0.005143,0.123100
53.6428,0,6707,0.046306,-0.008018,0.561110
53.6428,0,6767,1.298775,-0.030895,0.743698
53.6538,0,6650,0.028107,0.016699,-0.009479
53.6538,0,6683,1.396173,-0.005111,0.123119
53.6538,0,6707,0.046374,-0.007974,0.561144
53.6538,0,6767,1.298782,-0.030869,0.743705
53.6649,0,6650,0.028110,0.016723,-0.009479
53.6649,0,6683,1.396146,-0.005130,0.123101
53.6649,0,6707,0.046458,-0.007904,0.561147
53.6649,0,6767,1.298771,-0.030893,0.743696
53.6761,0,6650,0.028105,0.016703,-0.009492
53.6761,0,6683,1.396149,-0.005144,0.123090
53.6761,0,6707,0.046301,-0.008021,0.561105
53.6761,0,6767,1.298763,-0.030916,0.743691
53.6869,0,6650,0.028109,0.016712,-0.009477
53.6869,0,6683,1.396164,-0.005112,0.123120
53.6869,0,6707,0.046452,-0.007918,0.561157
53.6869,0,6767,1.298777,-0.030883,0.743691
53.6985,0,6650,0.028111,0.016711,-0.009490
53.6985,0,6683,1.396157,-0.005137,0.123103
53.6985,0,6707,0.046374,-0.007983,0.561111
53.6985,0,6767,1.298788,-0.030853,0.743697
